ORD;DRG;RTC;ICD;MDC;PDGPROP;OR;PROCPRO1;DGCAT1;AGELIM;COMPL;SEX;DGPROP1;DGPROP2;DGPROP3;DGPROP4;SECPROC1;DISCH;DUR;LOC_DRG
405D13013;E35C;0;+;;05P02;S;05S15;;;1;;;;;;;;;478X
405D13014;E35E;0;+;;05P02;S;05S15;;;;;;;;;;;;479X
405D151005;E21C;0;+;05;;S;05S17;;;1;;;;;;;;;114C
405D151009;E21E;0;+;05;;S;05S17;;;;;;;;;;;;114N
405D181;E30N;0;+;05;;S;05S18;;;;;;;;;;;;119X
405D191209;Z60N;0;+;05;;S;05S21;;;;;;;;;;;;477N
405D195000;E46A;0;+;05;;N;;05M02;;2;;;;;;;;;126M
405D195005;E46C;0;+;05;;N;;05M02;;1;;;;;;;;;126C
405D195009;E46E;0;+;05;;N;;05M02;;;;;;;;;;;126N
405D195105;E39C;0;+;05;;S;05S19;;;1;;;;;;;;;120C
405D195109;E39E;0;+;05;;S;05S19;;;;;;;;;;;;120N
405D200000;E43A;0;+;05;;;05S05;;;2;;05X03;;;;;;;124M
405D200005;E43C;0;+;05;;;05S05;;;1;;05X03;;;;;;;124C
405D200009;E43E;0;+;05;;;05S05;;;;;05X03;;;;;;;124N
405D200100;E44A;0;+;05;;;05S05;;;2;;;;;;;;;125M
405D200105;E44C;0;+;05;;;05S05;;;1;;;;;;;;;125C
405D200109;E44E;0;+;05;;;05S05;;;;;;;;;;;;125N
405D210007;E35C;0;+;05;;S;;;;1;;00X10;;;;;;;478X
405D210009;E35E;0;+;05;;S;;;;;;00X10;;;;;;;479X
405D220000;E42N;0;+;05;;N;;;;;;05X01;;;;;E;<4;123X
405D220010;E40A;0;+;05;;N;;;;2;;05X01;05X02;;;;;;121M
405D220015;E40C;0;+;05;;N;;;;1;;05X01;05X02;;;;;;121C
405D220019;E40E;0;+;05;;N;;;;;;05X01;05X02;;;;;;121N
405D220090;E41A;0;+;05;;N;;;;2;;05X01;;;;;;;122M
405D220095;E41C;0;+;05;;N;;;;1;;05X01;;;;;;;122C
405D220099;E41E;0;+;05;;N;;;;;;05X01;;;;;;;122N
405D260000;E47A;0;+;05;;N;;05M03;;2;;;;;;;;;127M
405D260005;E47C;0;+;05;;N;;05M03;;1;;;;;;;;;127C
405D260009;E47E;0;+;05;;N;;05M03;;;;;;;;;;;127N
405D270005;E50C;0;+;05;;N;;05M04;;1;;;;;;;;;128C
405D270009;E50E;0;+;05;;N;;05M04;;;;;;;;;;;128N
405D11013;E19N;0;+;05;;;05S25;;;;;;;;;;;;
405D120140;E26A;0;+;05;;S;05S41;;;2;;;;;;;;;
405D280000;E48A;0;+;05;;N;;05M05;;2;;;;;;;;;129M
405D280009;E48E;0;+;05;;N;;05M05;;;;;;;;;;;129N
405D290000;E51A;0;+;05;;N;;05M06;;2;;;;;;;;;130M
405D290005;E51C;0;+;05;;N;;05M06;;1;;;;;;;;;130C
405D30;E51E;0;+;05;;N;;05M06;;;;;;;;;;;131X
405D310000;E52A;0;+;05;;N;;05M07;;2;;;;;;;;;132M
405D310005;E52C;0;+;05;;N;;05M07;;1;;;;;;;;;132C
405D32;E52E;0;+;05;;N;;05M07;;;;;;;;;;;133X
405D341100;E60A;0;+;05;;N;;05M09;>6574;2;;;;;;;;;135M
405D341101;E60A;0;+;05;;N;;05M90;>6574;2;;05X04;;;;;;;135M
405D341105;E60C;0;+;05;;N;;05M09;>6574;1;;;;;;;;;135C
405D341205;E60C;0;+;05;;N;;05M90;>6574;1;;05X04;;;;;;;135C
405D3501;E60E;0;+;05;;N;;05M09;>6574;;;;;;;;;;136X
405D3502;E60E;0;+;05;;N;;05M90;>6574;;;05X04;;;;;;;136X
405D360105;E61C;0;+;05;;N;;05M09;;1;;;;;;;;;137C
405D360106;E61C;0;+;05;;N;;05M90;;1;;05X04;;;;;;;137C
405D360109;E61E;0;+;05;;N;;05M09;;;;;;;;;;;137N
405D360209;E61E;0;+;05;;N;;05M90;;;;05X04;;;;;;;137N
405D370;E65C;0;+;05;;N;;05M10;;1;;;;;;;;;138X
405D371;E65E;0;+;05;;N;;05M10;;;;;;;;;;;139X
405D380005;E66C;0;+;05;;N;;05M11;;1;;;;;;;;;140C
405D380009;E66E;0;+;05;;N;;05M11;;;;;;;;;;;140N
405D390000;E67A;0;+;05;;N;;05M12;;2;;;;;;;;;141M
405D390005;E67C;0;+;05;;N;;05M12;;1;;;;;;;;;141C
405D391;E67E;0;+;05;;N;;05M12;;;;;;;;;;;142X
405D400;E68N;0;+;05;;N;;05M13;;;;;;;;;;;143X
405D420000;E47A;0;+;05;;N;;;;2;;05X05;;;;;;;127M
405D420005;E47C;0;+;05;;N;;;;1;;05X05;;;;;;;127C
405D420009;E47E;0;+;05;;N;;;;;;05X05;;;;;;;127N
405D430000;E53A;0;+;05;;N;;05M08;;2;;;;;;;;;134M
405D430005;E53C;0;+;05;;N;;05M08;;1;;;;;;;;;134C
405D430009;E53E;0;+;05;;N;;05M08;;;;;;;;;;;134N
405D440000;E69A;0;+;05;;N;;;;2;;;;;;;;;144M
405D440005;E69C;0;+;05;;N;;;;1;;;;;;;;;144C
405D441;E69E;0;+;05;;N;;;;;;;;;;;;;145X
406D011110;F11A;0;+;06;;S;06S21;;;2;;;;;;;;;154M
406D01112;F11E;0;+;06;;S;06S21;;;;;;;;;;;;154N
406D01122;F12C;0;+;06;;S;06S01;;;1;;;;;;;;;155C
406D0113;F12E;0;+;06;;S;06S01;;;;;;;;;;;;155N
406D021100;F01A;0;+;06;;S;06S03;;;2;;;;;;;;;146M
406D021105;F01C;0;+;06;;S;06S03;;;1;;;;;;;;;146C
406D0212;F01E;0;+;06;;S;06S03;;;;;;;;;;;;147X
406D031100;F05A;0;+;06;;S;06S02;;;2;;;;;;;;;148M
406D031105;F05C;0;+;06;;S;06S02;;;1;;;;;;;;;148C
406D0312;F05E;0;+;06;;S;06S02;;;;;;;;;;;;149X
406D041100;F07A;0;+;06;;S;06S04;;;2;;;;;;;;;150M
406D041105;F07C;0;+;06;;S;06S04;;;1;;;;;;;;;150C
406D0412;F07E;0;+;06;;S;06S04;;;;;;;;;;;;151X
406D051100;F09A;0;+;06;;S;06S06;;;2;;;;;;;;;152M
406D051105;F09C;0;+;06;;S;06S06;;;1;;;;;;;;;152C
406D05111;F09E;0;+;06;;S;06S06;;;;;;;;;;;;153X
406D051129;F30C;0;+;06;;S;06S05;;;;;06X01;;;;;;;166C
406D05113;F30C;0;+;06;;S;06S05;;;1;;;;;;;;;166C
406D05114;F30E;0;+;06;;S;06S05;;;;;;;;;;;;167N
406D071010;F15A;0;+;06;;S;06S07;;;2;;;;;;;;;157M
406D071015;F15C;0;+;06;;S;06S07;;;1;;;;;;;;;157C
406D07102;F15E;0;+;06;;S;06S07;;;;;;;;;;;;158X
406D0811;F20C;0;+;06;;S;06S09;;>6574;1;;;;;;;;;159X
406D0812;F20E;0;+;06;;S;06S09;;>6574;;;;;;;;;;160X
406D0911;F23C;0;+;06;;S;06S08;;>6574;1;;;;;;;;;161X
406D0912;F23E;0;+;06;;S;06S08;;>6574;;;;;;;;;;162X
406D101005;F26C;0;+;06;;S;06S08;;;1;;;;;;;;;163C
406D101006;F26C;0;+;06;;S;06S09;;;1;;;;;;;;;163C
406D101108;F26E;0;+;06;;S;06S08;;;;;;;;;;;;163N
406D101109;F26E;0;+;06;;S;06S09;;;;;;;;;;;;163N
406D111000;F35A;0;+;06;;S;06S10;;;2;;;;;;;;;170M
406D111001;F35A;0;+;06;;S;06S20;;;2;;06X06;;;;;;;170M
406D111005;F35C;0;+;06;;S;06S10;;;1;;;;;;;;;170C
406D111006;F35C;0;+;06;;S;06S20;;;1;;06X06;;;;;;;170C
407D200005;G40C;0;+;07;;N;;;;1;;;;;;;;;207C
407D201;G40E;0;+;07;;N;;;;;;;;;;;;;208X
408D01001;H00N;0;+;08;;S;08S81;;;;;;;;;08S82;;;471N
408D01011;H00N;0;+;08;;S;08S81;;;;;;;;;08S83;;;471N
408D01012;H00N;0;+;08;;S;08S81;;;;;;;;;08S61;;;471N
408D01013;H00N;0;+;08;;S;08S81;;;;;;;;;08S62;;;471N
408D01031;H00N;0;+;08;;S;08S81;;;;;99X00;99X02;;;;;;471N
408D01101;H00N;0;+;08;;S;08S82;;;;;;;;;08S83;;;471N
408D01102;H00N;0;+;08;;S;08S82;;;;;;;;;08S61;;;471N
408D01103;H00N;0;+;08;;S;08S82;;;;;;;;;08S62;;;471N
408D01121;H00N;0;+;08;;S;08S82;;;;;99X00;99X02;;;;;;471N
408D01202;H00N;0;+;08;;S;08S83;;;;;;;;;08S61;;;471N
408D01203;H00N;0;+;08;;S;08S83;;;;;;;;;08S62;;;471N
408D01211;H00N;0;+;08;;S;08S83;;;;;99X00;99X02;;;;;;471N
408D01212;H00N;0;+;08;;S;08S61;;;;;;;;;08S62;;;471N
408D030990;D10A;0;+;08;;S;04S01;;;2;;;;;;;;;075M
408D030999;D10E;0;+;08;;S;04S01;;;;;;;;;;;;075N
408D031009;H01N;0;+;08;;S;08S93;;;;;;;;;;;;513N
408D031115;H02C;0;+;08;;S;08S81;;;1;;;;;;;;;512C
408D031119;H02E;0;+;08;;S;08S81;;;;;;;;;;;;512N
408D031210;H03N;0;+;08;;S;08S94;;;;;;;;;;;;511B
408D031218;H03N;0;+;08;;S;08S95;;;;;;;;;;;;511B
408D031310;H04N;0;+;08;;S;08S82;;;;;;;;;;;;511A
408D031311;H04N;0;+;08;;S;08S83;;;;;;;;;;;;511A
408D040100;H43A;0;+;08;;S;08S02;;;2;;-08X14;;;;;;;217M
408D040105;H43C;0;+;08;;S;08S02;;;1;;-08X14;;;;;;;217C
408D040109;H43E;0;+;08;;S;08S02;;;;;-08X14;;;;;;;217N
408D041105;H42C;0;+;08;;S;08S04;;;1;;;;;;;;;216C
408D041109;H42E;0;+;08;;S;08S04;;;;;;;;;;;;216N
408D051105;H20C;0;+;08;;S;08S14;;;1;;;;;;08S15;;;514C
408D051106;H20C;0;+;08;;S;08S16;;;1;;;;;;;;;514C
408D051108;H20E;0;+;08;;S;08S14;;;;;;;;;08S15;;;514N
405D120145;E26C;0;+;05;;S;05S41;;;1;;;;;;;;;
405D120149;E26E;0;+;05;;S;05S41;;;;;;;;;;;;
405D120250;E27A;0;+;05;;S;05S42;;;2;;;;;;;;;
405D120259;E27E;0;+;05;;S;05S42;;;;;;;;;;;;
419D03000;T11N;0;+;19;;;;19M01;>21915;;;;;;;;;;
419D03002;T13N;0;+;19;;;;19M02;>21915;;;;;;;;;;
408D051109;H20E;0;+;08;;S;08S16;;;;;;;;;;;;514N
408D051307;H21C;0;+;08;;S;08S14;;;1;;;;;;;;;214C
408D051308;H21C;0;+;08;;S;08S15;;;1;;;;;;;;;214C
408D051309;H21C;0;+;08;;S;08S18;;;1;;;;;;;;;214C
408D051409;H24C;0;+;08;;S;08S08;;;1;;;;;;;;;215C
408D0515;H21E;0;+;08;;S;08S14;;;;;;;;;;;;214N
408D0516;H21E;0;+;08;;S;08S15;;;;;;;;;;;;214N
408D0517;H21E;0;+;08;;S;08S18;;;;;;;;;;;;214N
408D0520;H09N;0;+;08;;S;08S06;;;;;;;;;;;;213X
408D0521;H07C;0;+;08;;S;08S71;;>6574;1;;;;;;;;;210X
408D0522;H07C;0;+;08;;S;08S43;;>6574;1;;08X20;;;;;;;210X
408D0531;H07E;0;+;08;;S;08S71;;>6574;;;;;;;;;;211X
408D0532;H07E;0;+;08;;S;08S43;;>6574;;;08X20;;;;;;;211X
408D054105;H08C;0;+;08;;S;08S71;;;1;;;;;;;;;212C
408D054106;H08C;0;+;08;;S;08S43;;;1;;08X20;;;;;;;212C
408D054109;H08E;0;+;08;;S;08S71;;;;;;;;;;;;212N
408D054209;H08E;0;+;08;;S;08S43;;;;;08X20;;;;;;;212N
408D091000;H26A;0;+;08;;S;08S60;;;2;;;;;;;;;491M
408D091009;H26E;0;+;08;;S;08S60;;;;;;;;;;;;491N
408D1024;H24E;0;+;08;;S;08S08;;;;;;;;;;;;215N
408D120005;H13A;0;+;08;;S;08S72;;;2;;;;;;;;;221M
408D120105;H13A;0;+;08;;S;08S75;;;2;;08X10;;;;;;;221M
408D120305;H13A;0;+;08;;S;08S44;;;2;;08X10;08X20;;;;;;221M
408D121005;H13C;0;+;08;;S;08S72;;;1;;;;;;;;;221C
408D121105;H13C;0;+;08;;S;08S75;;;1;;08X10;;;;;;;221C
408D121305;H13C;0;+;08;;S;08S44;;;1;;08X10;08X20;;;;;;221C
408D1221;H13E;0;+;08;;S;08S72;;;;;;;;;;;;222X
408D1222;H13E;0;+;08;;S;08S75;;;;;08X10;;;;;;;222X
408D1223;H13E;0;+;08;;S;08S44;;;;;08X10;08X20;;;;;;222X
419D07000;T32N;0;+;19;;;;19M10;>21915;;;;;;;;;;
200D22295;Y86O;0;;;;;99V43;;;;;;;;;99V20;N;<1;
200D2235;Y86X;0;;;;;99V43;;;;;;;;;99V22;N;<1;
200D2395;Y86Y;0;;;;;99V43;;;;;;;;;99V21;N;<1;
000D0051;Z40N;0;+;;;;;99M01;;;;;;;;;;;
000D0050;Z40O;0;+;;;;;99M01;;;;;;;;;;<1;
409D261000;J55A;0;+;09;;N;;09M07;>6574;2;;;;;;;;;
408D15101;H36C;0;+;08;;S;08S53;;>6574;1;;;;;;;;;218C
408D15102;H36C;0;+;08;;S;08S73;;>6574;1;;;;;;;;;218C
408D15103;H36C;0;+;08;;S;08S75;;>6574;1;;;;;;;;;218C
408D15104;H36C;0;+;08;;S;08S44;;>6574;1;;08X20;;;;;;;218C
408D15105;H36C;0;+;08;;S;08S76;;>6574;1;;-08X12;;;;;;;218C
408D15106;H36C;0;+;08;;S;08S76;;>6574;1;;08X15;;;;;;;218C
408D15107;H36C;0;+;08;;S;08S45;;>6574;1;;-08X12;08X20;;;;;;218C
408D15109;H36C;0;+;08;;S;08S50;;>6574;1;;-08X13;;;;;;;218C
408D15110;H36C;0;+;08;;S;08S50;;>6574;1;;08X11;;;;;;;218C
408D15111;H36C;0;+;08;;S;08S40;;>6574;1;;-08X13;08X20;;;;;;218C
408D15112;H36C;0;+;08;;S;08S40;;>6574;1;;08X11;08X20;;;;;;218C
408D15201;H36E;0;+;08;;S;08S53;;>6574;;;;;;;;;;219X
408D15202;H36E;0;+;08;;S;08S73;;>6574;;;;;;;;;;219X
408D15203;H36E;0;+;08;;S;08S75;;>6574;;;;;;;;;;219X
408D15204;H36E;0;+;08;;S;08S44;;>6574;;;08X20;;;;;;;219X
408D15205;H36E;0;+;08;;S;08S76;;>6574;;;-08X12;;;;;;;219X
408D15206;H36E;0;+;08;;S;08S76;;>6574;;;08X15;;;;;;;219X
408D15207;H36E;0;+;08;;S;08S45;;>6574;;;-08X12;08X20;;;;;;219X
408D15209;H36E;0;+;08;;S;08S50;;>6574;;;-08X13;;;;;;;219X
408D15210;H36E;0;+;08;;S;08S50;;>6574;;;08X11;;;;;;;219X
408D15211;H36E;0;+;08;;S;08S40;;>6574;;;-08X13;08X20;;;;;;219X
408D15212;H36E;0;+;08;;S;08S40;;>6574;;;08X11;08X20;;;;;;219X
408D17011;H37C;0;+;08;;S;08S53;;;1;;;;;;;;;220C
408D17021;H37C;0;+;08;;S;08S73;;;1;;;;;;;;;220C
408D17031;H37C;0;+;08;;S;08S75;;;1;;;;;;;;;220C
408D17041;H37C;0;+;08;;S;08S44;;;1;;08X20;;;;;;;220C
408D17051;H37C;0;+;08;;S;08S76;;;1;;-08X12;;;;;;;220C
409D261005;J55C;0;+;09;;N;;09M07;>6574;1;;;;;;;;;
408D17061;H37C;0;+;08;;S;08S76;;;1;;08X15;;;;;;;220C
408D17071;H37C;0;+;08;;S;08S45;;;1;;-08X12;08X20;;;;;;220C
408D17091;H37C;0;+;08;;S;08S50;;;1;;-08X13;;;;;;;220C
408D17101;H37C;0;+;08;;S;08S50;;;1;;08X11;;;;;;;220C
408D17111;H37C;0;+;08;;S;08S40;;;1;;-08X13;08X20;;;;;;220C
408D17121;H37C;0;+;08;;S;08S40;;;1;;08X11;08X20;;;;;;220C
408D18011;H37E;0;+;08;;S;08S53;;;;;;;;;;;;220N
408D18021;H37E;0;+;08;;S;08S73;;;;;;;;;;;;220N
408D18031;H37E;0;+;08;;S;08S75;;;;;;;;;;;;220N
408D18041;H37E;0;+;08;;S;08S44;;;;;08X20;;;;;;;220N
408D18051;H37E;0;+;08;;S;08S76;;;;;-08X12;;;;;;;220N
408D18061;H37E;0;+;08;;S;08S76;;;;;08X15;;;;;;;220N
408D18071;H37E;0;+;08;;S;08S45;;;;;-08X12;08X20;;;;;;220N
408D18091;H37E;0;+;08;;S;08S50;;;;;-08X13;;;;;;;220N
408D18101;H37E;0;+;08;;S;08S50;;;;;08X11;;;;;;;220N
408D18111;H37E;0;+;08;;S;08S40;;;;;-08X13;08X20;;;;;;220N
408D18121;H37E;0;+;08;;S;08S40;;;;;08X11;08X20;;;;;;220N
408D22101;H49C;0;+;08;;S;08S20;;;1;;;;;;;;;233X
408D22102;H49E;0;+;08;;S;08S20;;;;;;;;;;;;234X
408D231100;H14N;0;+;08;;S;08S74;;;;;;;;;;;;225N
408D231101;H14N;0;+;08;;S;08S76;;;;;;;;;;;;225N
408D231102;H14N;0;+;08;;S;08S45;;;;;08X20;;;;;;;225N
408D231103;H14N;0;+;08;;S;08S47;;;;;08X21;;;;;;;225N
408D239930;H27N;0;+;08;;S;08S40;;;1;;08X20;;;;;;;223C
408D239940;H27N;0;+;08;;S;08S41;;;1;;08X20;;;;;;;223C
408D239950;H27N;0;+;08;;S;08S50;;;1;;;;;;;;;223C
408D239960;H27N;0;+;08;;S;08S51;;;;;;;;;;;;223C
408D239970;H27N;0;+;08;;S;08S52;;;1;;;;;;;;;223C
408D239980;H27N;0;+;08;;S;08S55;;;;;;;;;;;;223C
408D239990;H27N;0;+;08;;S;08S56;;;1;;;;;;;;;223C
408D24001;H28N;0;+;08;08P01;S;08S98;;;;;;;;;-;;;224X
408D24101;H29N;0;+;08;;S;08S42;;;1;;08X20;;;;;;;228C
408D24103;H29N;0;+;08;;S;08S58;;;1;;;;;;;;;228C
408D24104;H29N;0;+;08;;S;08S46;;;1;;08X21;;;;;;;228C
408D24200;H30N;0;+;08;;S;08S02;;;;;08X14;;;;;;;228N
408D24201;H30N;0;+;08;;S;08S42;;;;;08X20;;;;;;;228N
408D24202;H30N;0;+;08;;S;08S58;;;;;;;;;;;;228N
408D24203;H30N;0;+;08;;S;08S46;;;;;08X21;;;;;;;228N
408D26200;H28N;0;+;08;;S;08S40;;;;;08X20;;;;;;;224X
408D26201;H28N;0;+;08;;S;08S41;;;;;08X20;;;;;;;224X
408D26202;H28N;0;+;08;;S;08S50;;;;;;;;;;;;224X
408D26203;H28N;0;+;08;;S;08S52;;;;;;;;;;;;224X
408D26204;H28N;0;+;08;;S;08S56;;;;;;;;;;;;224X
408D27200;H44C;0;+;08;;S;08S12;;;1;;;;;;;;;226X
408D27201;H44C;0;+;08;;S;08S40;;;;;;;;;;;;226X
408D27202;H44C;0;+;08;;S;08S41;;;;;;;;;;;;226X
408D27203;H44C;0;+;08;;S;08S42;;;;;;;;;;;;226X
408D27204;H44C;0;+;08;;S;08S43;;;;;;;;;;;;226X
408D27205;H44C;0;+;08;;S;08S44;;;;;;;;;;;;226X
408D27206;H44C;0;+;08;;S;08S45;;;;;;;;;;;;226X
408D27300;H44E;0;+;08;;S;08S12;;;;;;;;;;;;227X
408D282005;H16C;0;+;08;;S;08S13;;;1;;;;;;;;;230C
408D282006;H16C;0;+;08;;;08S91;;;1;;;;;;;;;230C
408D282008;H16E;0;+;08;;S;08S13;;;;;;;;;;;;230N
408D282009;H16E;0;+;08;;;08S91;;;;;;;;;;;;230N
408D28400;H41N;0;+;08;;S;08S11;;;;;;;;;;;;231X
408D301005;H45C;0;+;08;;S;08S19;;;1;;;;;;;;;232C
408D301009;H45E;0;+;08;;S;08S19;;;;;;;;;;;;232N
408D303000;D19A;0;+;08;;S;04S02;;;2;;;;;;;;;076M
408D303005;D19C;0;+;08;;S;04S02;;;1;;;;;;;;;076C
408D304;D19E;0;+;08;;S;04S02;;;;;;;;;;;;077X
408D310;H49C;0;+;08;;S;;;;1;;00X10;;;;;;;233X
408D319;H49E;0;+;08;;S;;;;;;00X10;;;;;;;234X
408D330009;H50N;0;+;08;;N;;08M01;;;;;;;;;;;235N
408D340000;H51A;0;+;08;;N;;08M02;;2;;;;;;;;;236M
408D340005;H51C;0;+;08;;N;;08M02;;1;;;;;;;;;236C
408D340009;H51E;0;+;08;;N;;08M02;;;;;;;;;;;236N
408D350005;H52C;0;+;08;;N;;08M03;;1;;;;;;;;;237C
408D350009;H52E;0;+;08;;N;;08M03;;;;;;;;;;;237N
408D360000;H53A;0;+;08;;N;;08M04;;2;;;;;;;;;238M
408D360005;H53C;0;+;08;;N;;08M04;;1;;;;;;;;;238C
408D360009;H53E;0;+;08;;N;;08M04;;;;;;;;;;;238N
408D370000;H54A;0;+;08;;N;;08M05;;2;;;;;;;;;239M
408D370005;H54C;0;+;08;;N;;08M05;;1;;;;;;;;;239C
408D370009;H54E;0;+;08;;N;;08M05;;;;;;;;;;;239N
408D380000;H56A;0;+;08;;N;;08M20;;2;;;;;;;;;515M
408D380005;H56C;0;+;08;;N;;08M20;;1;;;;;;;;;515C
408D380009;H56E;0;+;08;;N;;08M20;;;;;;;;;;;515N
408D390000;H57A;0;+;08;;N;;08M21;;2;;;;;;;;;516M
408D390005;H57C;0;+;08;;N;;08M21;;1;;;;;;;;;516C
408D40;H57E;0;+;08;;N;;08M21;;;;;;;;;;;516N
408D410005;H58C;0;+;08;;N;;08M22;;1;;;;;;;;;517C
408D410009;H58E;0;+;08;;N;;08M22;;;;;;;;;;;517N
408D42;H55C;0;+;08;;N;;08M23;;1;;;;;;;;;240N
408D43;H55E;0;+;08;;N;;08M23;;;;;;;;;;;241N
408D44;H59C;0;+;08;;N;;08M24;;1;;;;;;;;;242E
408D45;H59E;0;+;08;;N;;08M24;;;;;;;;;;;242F
408D470000;H60A;0;+;08;;N;;08M08;;2;;;;;;;;;243M
408D470005;H60C;0;+;08;;N;;08M08;;1;;;;;;;;;243C
408D470009;H60E;0;+;08;;N;;08M08;;;;;;;;;;;243N
408D48;H61C;0;+;08;;N;;08M09;;1;;;;;;;;;244X
408D49;H61E;0;+;08;;N;;08M09;;;;;;;;;;;245X
408D510009;H62N;0;+;08;;N;;08M11;;;;;;;;;;;247N
408D520005;H63C;0;+;08;;N;;08M12;;1;;;;;;;;;248C
408D520009;H63E;0;+;08;;N;;08M12;;;;;;;;;;;248N
408D530005;H64C;0;+;08;;N;;08M13;;1;;;;;;;;;249C
408D530009;H64E;0;+;08;;N;;08M13;;;;;;;;;;;249N
408D55;H65C;0;+;08;;N;;08M14;;1;;;;;;;;;250C
408D56;H65E;0;+;08;;N;;08M14;;;;;;;;;;;251N
408D59;H66C;0;+;08;;N;;08M15;>6574;1;;;;;;;;;253X
408D60;H66E;0;+;08;;N;;08M15;>6574;;;;;;;;;;254X
408D620005;H67C;0;+;08;;N;;08M15;;1;;;;;;;;;255C
408D620009;H67E;0;+;08;;N;;08M15;;;;;;;;;;;255N
408D630005;H69C;0;+;08;;N;;;;1;;;;;;;;;256C
408D630009;H69E;0;+;08;;N;;;;;;;;;;;;;256N
409D0410;J01C;0;+;09;;S;09S01;09M01;;1;;;;;;;;;263X
409D0411;J01C;0;+;09;;S;09S01;09M02;;1;;;;;;;;;263X
409D0420;J01E;0;+;09;;S;09S01;09M01;;;;;;;;;;;264X
409D0421;J01E;0;+;09;;S;09S01;09M02;;;;;;;;;;;264X
409D042205;J20C;0;+;09;;S;09S02;;;1;;;;;;;;;268C
409D042209;J20E;0;+;09;;S;09S02;;;;;;;;;;;;268N
409D04311;J03C;0;+;09;;S;09S01;;;1;;;;;;;;;265X
409D04321;J03E;0;+;09;;S;09S01;;;;;;;;;;;;266X
409D1210;J10N;0;+;09;;S;09S06;;;;;;;;;;;;267X
409D1211;J10N;0;+;09;;;09S20;;;;;09X06;;;;;;;267X
409D131100;J39A;0;+;09;;S;09S07;;;2;;;;;;;;;269M
409D131101;J39A;0;+;09;;;09S08;;;2;;;;;;;;;269M
409D131200;J39C;0;+;09;;S;09S07;;;1;;;;;;;;;269C
409D131201;J39C;0;+;09;;;09S08;;;1;;;;;;;;;269C
409D1321;J39E;0;+;09;;S;09S07;;;;;;;;;;;;270X
409D1322;J39E;0;+;09;;;09S08;;;;;;;;;;;;270X
409D132309;J39E;0;+;09;;;;;;;;00X10;;;;;;;270X
409D150005;J40C;0;+;09;;N;;09M02;;1;;;;;;;;;271C
409D150009;J40E;0;+;09;;N;;09M02;;;;;;;;;;;271N
409D161000;J45A;0;+;09;;N;;09M03;;2;;;;;;;;;272M
409D161001;J45A;0;+;09;;N;;09M99;;2;;09X02;09X03;;;;;;272M
409D162000;J45C;0;+;09;;N;;09M03;;1;;;;;;;;;272C
409D162001;J45C;0;+;09;;N;;09M99;;1;;09X02;09X03;;;;;;272C
409D171;J45E;0;+;09;;N;;09M03;;;;;;;;;;;273X
409D172;J45E;0;+;09;;N;;09M99;;;;09X02;09X03;;;;;;273X
409D2101;J50A;0;+;09;;N;;09M01;;2;;;;;;;;;277M
409D2102;J50A;0;+;09;;N;;09M06;;2;;;;;;;;;277M
409D2103;J50A;0;+;09;;N;;09M07;;2;;09X05;;;;;;;277M
409D2111;J50C;0;+;09;;N;;09M01;;1;;;;;;;;;277C
409D2112;J50C;0;+;09;;N;;09M06;;1;;;;;;;;;277C
409D2113;J50C;0;+;09;;N;;09M07;;1;;09X05;;;;;;;277C
409D220;J50E;0;+;09;;N;;09M01;;;;;;;;;;;278N
409D221;J50E;0;+;09;;N;;09M07;;;;09X05;;;;;;;278N
409D222;J50E;0;+;09;;N;;09M06;;;;;;;;;;;278N
409D240000;J60A;0;+;09;;N;;09M07;;2;;09X04;;;;;;;283M
409D240005;J60C;0;+;09;;N;;09M07;;1;;09X04;;;;;;;283C
409D25;J60E;0;+;09;;N;;09M07;;;;09X04;;;;;;;284X
409D262009;J55E;0;+;09;;N;;09M07;>6574;;;;;;;;;;281N
409D28;J56N;0;+;09;;N;;09M07;;;;;;;;;;;282N
409D290000;J60A;0;+;09;;N;;;;2;;;;;;;;;283M
409D290005;J60C;0;+;09;;N;;;;1;;;;;;;;;283C
409D30;J60E;0;+;09;;N;;;;;;;;;;;;;284X
409D50001;K01N;0;+;30;;S;30S03;;;;;30X01;;;;30S11;;;502X
409D50010;K03C;0;+;30;;S;30S11;;;1;;;;;;;;;501A
409D50012;K03E;0;+;30;;S;30S11;;;;;;;;;;;;501B
409D50120;K02N;0;+;30;;S;30S03;;;;;30X01;;;;;;;258X
409D50221;K04N;0;+;30;;S;30S04;;;;;30X01;;;;;;;260X
409D50222;K04N;0;+;30;;S;30S05;;;;;30X01;;;;;;;260X
409D50232;K10N;0;+;30;;S;30S03;;;;;-30X01;;;;;;;261X
409D50233;K10N;0;+;30;;S;30S04;;;;;-30X01;;;;;;;261X
409D50234;K10N;0;+;;30P01;S;30S03;;;;;;;;;;;;261X
409D51111;K11N;0;+;30;;S;30S05;;;;;;;;;;;;262X
409D51201;K19N;0;+;30;;S;30S99;;;;;;;;;;;;509X
409D51202;K19N;0;+;30;;S;;;;;;00X10;;;;;;;509X
409D518;K20C;0;+;30;;N;;30M04;;1;;;;;;;;;274X
409D519;K20E;0;+;30;;N;;30M04;;;;;;;;;;;275X
409D520;K30N;0;+;30;;N;;;;;;;;;;;;;276X
410D011005;L01C;0;+;10;;S;10S01;;;1;;;;;;;;;285C
410D011009;L01E;0;+;10;;S;10S01;;;;;;;;;;;;285N
